CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
F.M.S. LIMITED,02345402,,,8 RYECROFT MEADOW,MANNINGS HEATH,HORSHAM,WEST SUSSEX,,RH13 6JN,Private Limited Company,Active,United Kingdom,,09/02/1989,5,4,05/01/2024,05/04/2022,TOTAL EXEMPTION FULL,09/07/2017,11/06/2016,3,3,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/02345402,,,,,,,,,,,,,,,,,,,,,25/06/2024,11/06/2023
F.M.S. VEHICLE RENTAL LIMITED,SC283861,,,"MORELAN, STATION ROAD",BURGHEAD,MORAY,,,IV30 5UN,Private Limited Company,Active,United Kingdom,,26/04/2005,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,24/05/2017,26/04/2016,1,1,0,0,77110 - Renting and leasing of cars and light motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/SC283861,,,,,,,,,,,,,,,,,,,,,10/05/2024,26/04/2023
F.M.S.E. MACFARLANE LIMITED,SC253335,,,154-156 ARBROATH ROAD,,DUNDEE,,,DD4 7PY,Private Limited Company,Active,United Kingdom,,28/07/2003,31,8,31/05/2024,31/08/2022,TOTAL EXEMPTION FULL,25/08/2016,28/07/2015,1,1,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/SC253335,,,,,,,,,,,,,,,,,,,,,07/09/2024,24/08/2023
F.M.SAMPSON & SONS LIMITED,00710671,,,5 WHITE HART FOLD,NORTH ELMSALL,PONTEFRACT,WEST YORKSHIRE,,WF9 2ED,Private Limited Company,Active,United Kingdom,,14/12/1961,31,12,30/09/2024,31/12/2022,TOTAL EXEMPTION FULL,08/11/2016,11/10/2015,6,5,0,1,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/00710671,,,,,,,,,,,,,,,,,,,,,05/09/2024,22/08/2023
F.M.T (SCOTLAND) LTD,SC636203,,,51 NEWALL TERRACE,,DUMFRIES,,UNITED KINGDOM,DG1 1LN,Private Limited Company,Active,United Kingdom,,16/07/2019,31,7,30/04/2024,31/07/2022,MICRO ENTITY,13/08/2020,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/SC636203,,,,,,,,,,,,,,,,,,,,,27/07/2024,13/07/2023
F.M.T.C LIMITED,SC768728,,,UNIT 3 & 4,210 WOODSIDE STREET,COATBRIDGE,NORTH LANARKSHIRE,SCOTLAND,ML5 5AJ,Private Limited Company,Active,United Kingdom,,09/05/2023,31,5,09/02/2025,,NO ACCOUNTS FILED,06/06/2024,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/SC768728,,,,,,,,,,,,,,,,,,,,,22/05/2024,
F.M.V. LIGHT COMMERCIALS LTD,10058218,,,STAFFORDSHIRE KNOT,,WEDNESBURY,WEST MIDLANDS,UNITED KINGDOM,WS10 8TE,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,11/03/2016,31,3,31/12/2022,31/03/2021,TOTAL EXEMPTION FULL,29/04/2017,01/04/2016,0,0,0,0,45190 - Sale of other motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/10058218,,,,,,,,,,,,,,,,,,,,,15/04/2022,01/04/2021
F.M.X. (EXOTIC) LIMITED,03939593,,,"FIRST FLOOR, JEBSEN HOUSE",53-61 HIGH STREET,RUISLIP,MIDDLESEX,ENGLAND,HA4 7BD,Private Limited Company,Active,United Kingdom,,03/03/2000,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,31/03/2017,03/03/2016,0,0,0,0,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id/company/03939593,,,,,,,,,,,,,,,,,,,,,17/03/2024,03/03/2023
F.M.X. FOOD MERCHANTS IMPORT EXPORT COMPANY LIMITED,01461706,,,UNIT 2 & 3 LEESIDE TRADING ESTATE,60 GARMAN ROAD,TOTTENHAM,LONDON,ENGLAND,N17 0QH,Private Limited Company,Active,United Kingdom,,16/11/1979,31,1,31/10/2023,31/01/2022,SMALL,15/02/2017,18/01/2016,5,3,0,2,46900 - Non-specialised wholesale trade,,,,0,0,http://business.data.gov.uk/id/company/01461706,,,,,,,,,,,,,,,,,,,,,01/02/2024,18/01/2023
F.MADDOCKS LIMITED,00522951,,,HEAD OFFICE 23A PARK LANE,POYNTON,STOCKPORT,CHESHIRE,,SK12 1RD,Private Limited Company,Active,United Kingdom,,24/08/1953,31,8,31/05/2024,31/08/2022,MICRO ENTITY,12/01/2017,15/12/2015,7,2,0,5,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/00522951,,,,,,,,,,,,,,,,,,,,,25/10/2023,11/10/2022
F.MALTBY & SONS LIMITED,00463734,,,STANLEY BETT HOUSE,15-23 TENTERCROFT STREET,LINCOLN,LINCOLNSHIRE,,LN5 7DB,Private Limited Company,Active,United Kingdom,,21/01/1949,31,8,31/05/2024,31/08/2022,DORMANT,28/11/2016,31/10/2015,1,0,0,1,21200 - Manufacture of pharmaceutical preparations,,,,0,0,http://business.data.gov.uk/id/company/00463734,,,,,,,,,,,,,,,,,,,,,14/11/2023,31/10/2022
F.MARCHIS LIMITED,11019025,,,10 ARTHUR ROAD,ERDINGTON,BIRMINGHAM,,ENGLAND,B24 9EU,Private Limited Company,Active,United Kingdom,,18/10/2017,28,10,29/10/2023,31/10/2021,TOTAL EXEMPTION FULL,15/11/2018,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/11019025,,,,,,,,,,,,,,,,,,,,,28/10/2023,14/10/2022
F.MCGUINNESS & SONS LIMITED,11356484,,,4 BRADWELL LANE,PORTHILL,NEWCASTLE UNDER LYME,STAFFORDSHIRE,ENGLAND,ST5 8PS,Private Limited Company,Active,United Kingdom,,11/05/2018,30,5,28/02/2025,30/05/2023,MICRO ENTITY,08/06/2019,,0,0,0,0,46770 - Wholesale of waste and scrap,,,,0,0,http://business.data.gov.uk/id/company/11356484,,,,,,,,,,,,,,,,,,,,,24/05/2024,10/05/2023
F.MCGUINNESS CAR BREAKERS LIMITED,11496977,,,4 BRADWELL LANE,PORTHILL,NEWCASTLE UNDER LYME,STAFFORDSHIRE,ENGLAND,ST5 8PS,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,02/08/2018,31,5,28/02/2025,31/05/2023,DORMANT,30/08/2019,,0,0,0,0,46770 - Wholesale of waste and scrap,,,,0,0,http://business.data.gov.uk/id/company/11496977,,,,,,,,,,,,,,,,,,,,,15/08/2023,01/08/2022
F.MCGUINNESS FRAGMENTATION LIMITED,11497421,,,4 BRADWELL LANE,PORTHILL,NEWCASTLE UNDER LYME,STAFFORDSHIRE,ENGLAND,ST5 8PS,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,02/08/2018,31,5,28/02/2025,31/05/2023,DORMANT,30/08/2019,,0,0,0,0,46770 - Wholesale of waste and scrap,,,,0,0,http://business.data.gov.uk/id/company/11497421,,,,,,,,,,,,,,,,,,,,,15/08/2023,01/08/2022
F.MIDDLETON PHOTOGRAPHY LTD,14203274,,,3 PARKSIDE TERRACE,RECREATION GROUND ROAD,STAMFORD,LINCOLNSHIRE,UNITED KINGDOM,PE9 1LX,Private Limited Company,Active,United Kingdom,,29/06/2022,30,6,29/03/2024,,NO ACCOUNTS FILED,27/07/2023,,0,0,0,0,74201 - Portrait photographic activities,74202 - Other specialist photography,74209 - Photographic activities not elsewhere classified,,0,0,http://business.data.gov.uk/id/company/14203274,,,,,,,,,,,,,,,,,,,,,12/07/2024,28/06/2023
F.MOORHEAD & CO. LIMITED,NI006293,,,1 LANYON QUAY,LANYON QUAY,BELFAST,,,BT1 3LG,Private Limited Company,Active,United Kingdom,,01/03/1965,28,2,30/11/2023,28/02/2022,TOTAL EXEMPTION FULL,09/12/2016,11/11/2015,0,0,0,0,46420 - Wholesale of clothing and footwear,,,,0,0,http://business.data.gov.uk/id/company/NI006293,,,,,,,,,,,,,,,,,,,,,25/11/2023,11/11/2022
F.N BARBERS LTD,14530605,,,247 ROOLEY MOOR ROAD,TAN TROPICS,ROCHDALE,,ENGLAND,OL12 7EA,Private Limited Company,Active,United Kingdom,,08/12/2022,31,12,08/09/2024,,NO ACCOUNTS FILED,05/01/2024,,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/14530605,,,,,,,,,,,,,,,,,,,,,21/12/2023,
F.N. AUDIO LIMITED,10563232,,,"FLAT 3, 53",ST. MARGARETS ROAD,LONDON,,ENGLAND,SE4 1YL,Private Limited Company,Active,United Kingdom,,13/01/2017,31,1,31/10/2024,31/01/2023,MICRO ENTITY,10/02/2018,,0,0,0,0,59200 - Sound recording and music publishing activities,,,,0,0,http://business.data.gov.uk/id/company/10563232,,,,,,,,,,,,,,,,,,,,,21/01/2024,07/01/2023
F.N. FRANKS LTD.,11732540,,,ASHLEY HOUSE,415 HALIFAX ROAD,BRIGHOUSE,WEST YORKSHIRE,UNITED KINGDOM,HD6 2PD,Private Limited Company,Active,United Kingdom,,18/12/2018,31,12,30/09/2023,31/12/2021,TOTAL EXEMPTION FULL,15/01/2020,,0,0,0,0,"47530 - Retail sale of carpets, rugs, wall and floor coverings in specialised stores",,,,0,0,http://business.data.gov.uk/id/company/11732540,,,,,,,,,,,,,,,,,,,,,31/12/2023,17/12/2022
F.N. RICE (PIRBRIGHT) LIMITED,03269606,,,TOAD HALL,"VAPERY LANE,",PIRBRIGHT,SURREY,,GU24 0QD,Private Limited Company,Active,United Kingdom,,25/10/1996,31,1,31/10/2023,31/01/2022,TOTAL EXEMPTION FULL,22/11/2016,25/10/2015,0,0,0,0,"43220 - Plumbing, heat and air-conditioning installation",,,,0,0,http://business.data.gov.uk/id/company/03269606,,,,,,,,,,,,,,,,,,,,,06/11/2023,23/10/2022
F.N.F. INVESTMENT LIMITED,09020265,,,21 NEDHAM STREET,,LEICESTER,LEICES,,LE2 0HD,Private Limited Company,Active,United Kingdom,,01/05/2014,31,5,29/02/2024,31/05/2022,MICRO ENTITY,29/05/2017,01/05/2016,1,1,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/09020265,,,,,,,,,,,,,,,,,,,,,15/05/2024,01/05/2023
F.N.HUES AND SONS LIMITED,00567267,,,CLIFF FARM,ALL CANNINGS,DEVIZES,WILTS,,SN10 3NY,Private Limited Company,Active,United Kingdom,,08/06/1956,31,7,30/04/2024,31/07/2022,TOTAL EXEMPTION FULL,28/11/2016,31/10/2015,3,3,0,0,01500 - Mixed farming,,,,0,0,http://business.data.gov.uk/id/company/00567267,,,,,,,,,,,,,,,,,,,,,14/11/2023,31/10/2022
F.N.L. LOGISTICS LIMITED,08583107,,,3 HOBBS HOUSE,"HARROVIAN BUSINESS VILLAGE, BESSBOROUGH ROAD",HARROW,MIDDLESEX,ENGLAND,HA1 3EX,Private Limited Company,Active,United Kingdom,,25/06/2013,30,6,31/03/2024,30/06/2022,MICRO ENTITY,23/07/2017,25/06/2016,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/08583107,,,,,,,,,,,,,,,,,,,,,09/07/2024,25/06/2023
F.N.W.(ENGINEERING DEVELOPMENTS)LIMITED,00918291,,,"NEW STREET, NEW STREET,",SKELMANTHORPE,HUDDERSFIELD,WEST YORKSHIRE,,HD8 9BL,Private Limited Company,Active,United Kingdom,,16/10/1967,31,10,31/07/2024,31/10/2022,TOTAL EXEMPTION FULL,22/06/2017,25/05/2016,1,0,0,1,25990 - Manufacture of other fabricated metal products n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/00918291,,,,,,,,,,,,,,,,,,,,,22/02/2024,08/02/2023
F.NCUBE LIMITED,14279437,,,61 BINSTEED ROAD,,PORTSMOUTH,,ENGLAND,PO2 7PJ,Private Limited Company,Active,United Kingdom,,05/08/2022,31,8,05/05/2024,,NO ACCOUNTS FILED,02/09/2023,,0,0,0,0,86101 - Hospital activities,"87200 - Residential care activities for learning difficulties, mental health and substance abuse",,,0,0,http://business.data.gov.uk/id/company/14279437,,,,,,,,,,,,,,,,,,,,,01/10/2024,17/09/2023
F.NET DELIVERY LTD,14283767,,,70 SUMMER LANE,,BIRMINGHAM,,ENGLAND,B19 3NG,Private Limited Company,Active,United Kingdom,,08/08/2022,31,8,08/05/2024,,NO ACCOUNTS FILED,05/09/2023,,0,0,0,0,47290 - Other retail sale of food in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14283767,,,,,,,,,,,,,,,,,,,,,21/08/2024,07/08/2023
F.NEW (TURF ACCOUNTANT) LIMITED,00739605,,,BRACKEN LODGE 63 PORTCHESTER ROAD,PORCHESTER,FAREHAM,HAMPSHIRE,,PO16 8AL,Private Limited Company,Active,United Kingdom,,01/11/1962,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,20/11/2016,23/10/2015,1,0,0,1,92000 - Gambling and betting activities,,,,0,0,http://business.data.gov.uk/id/company/00739605,,,,,,,,,,,,,,,,,,,,,06/11/2023,23/10/2022
F.NEZA LTD,09616837,,,7 PATH LINK,,CRAWLEY,,ENGLAND,RH10 8BS,Private Limited Company,Active,United Kingdom,,01/06/2015,30,6,31/03/2024,30/06/2022,TOTAL EXEMPTION FULL,26/07/2017,28/06/2016,0,0,0,0,43390 - Other building completion and finishing,,,,0,0,http://business.data.gov.uk/id/company/09616837,,,,,,,,,,,,,,,,,,,,,12/07/2024,28/06/2023
F.NORMAN BREWER LIMITED,00573657,,,PRESTON LANE,BILTON,HULL,,,HU11 4DF,Private Limited Company,Liquidation,United Kingdom,,31/10/1956,31,10,31/08/1989,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/00573657,,,,,,,,,,,,,,,,,,,,,,
F.NORMAN LIMITED,09295712,,,1 KINGS AVENUE,,LONDON,,,N21 3NA,Private Limited Company,Liquidation,United Kingdom,,05/11/2014,26,2,26/11/2023,28/02/2022,MICRO ENTITY,03/12/2016,05/11/2015,0,0,0,0,47220 - Retail sale of meat and meat products in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/09295712,,,,,,,,,,,,,,,,,,,,,19/11/2023,05/11/2022
F.O ADMIN LTD,13368408,,,ANGLIA HOUSE,"6 CENTRAL AVENUE, ST. ANDREWS BUSINESS PARK",NORWICH,,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,30/04/2021,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,28/05/2022,,1,1,0,0,82110 - Combined office administrative service activities,,,,0,0,http://business.data.gov.uk/id/company/13368408,25/02/2022,F.O UK TRADING II LTD,,,,,,,,,,,,,,,,,,,03/06/2024,20/05/2023
F.O EIGHTEEN LTD,13128930,,,ANGLIA HOUSE,6 CENTRAL AVENUE,NORWICH,,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,12/01/2021,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,09/02/2022,,0,0,0,0,56102 - Unlicensed restaurants and cafes,93210 - Activities of amusement parks and theme parks,,,0,0,http://business.data.gov.uk/id/company/13128930,,,,,,,,,,,,,,,,,,,,,20/08/2024,06/08/2023
F.O FIFTEEN LTD,13128660,,,ANGLIA HOUSE,6 CENTRAL AVENUE,NORWICH,,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,12/01/2021,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,09/02/2022,,1,1,0,0,56102 - Unlicensed restaurants and cafes,93210 - Activities of amusement parks and theme parks,,,0,0,http://business.data.gov.uk/id/company/13128660,,,,,,,,,,,,,,,,,,,,,20/04/2024,06/04/2023
F.O FIVE LTD,12286964,,,ANGLIA HOUSE 6 CENTRAL AVENUE,ST. ANDREWS BUSINESS PARK,NORWICH,NORFOLK,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,29/10/2019,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,26/11/2020,,1,1,0,0,93210 - Activities of amusement parks and theme parks,,,,0,0,http://business.data.gov.uk/id/company/12286964,,,,,,,,,,,,,,,,,,,,,18/11/2023,04/11/2022
F.O FOURTEEN LTD,13128628,,,10TH FLOOR,103 COLMORE ROW,BIRMINGHAM,,,B3 3AG,Private Limited Company,Liquidation,United Kingdom,,12/01/2021,31,3,12/10/2022,,NO ACCOUNTS FILED,09/02/2022,,1,0,0,1,56102 - Unlicensed restaurants and cafes,93210 - Activities of amusement parks and theme parks,,,0,0,http://business.data.gov.uk/id/company/13128628,,,,,,,,,,,,,,,,,,,,,19/04/2023,05/04/2022
F.O FRANCHISE LTD,13368474,,,ANGLIA HOUSE,"6 CENTRAL AVENUE, ST. ANDREWS BUSINESS PARK",NORWICH,,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,30/04/2021,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,28/05/2022,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/13368474,20/10/2021,F.O NINETEEN LTD,,,,,,,,,,,,,,,,,,,20/08/2024,06/08/2023
F.O GLOBAL FRANCHISE LTD,13903304,,,ANGLIA HOUSE 6 CENTRAL AVENUE,ST. ANDREWS BUSINESS PARK,NORWICH,NORFOLK,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,09/02/2022,31,3,31/12/2024,31/03/2023,DORMANT,09/03/2023,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/13903304,16/02/2023,F.O THIRTY ONE LTD,,,,,,,,,,,,,,,,,,,22/02/2024,08/02/2023
F.O GLOBAL IP LTD,10302484,,,ANGLIA HOUSE,6 CENTRAL AVENUE,NORWICH,,UNITED KINGDOM,NR7 0HR,Private Limited Company,Active,United Kingdom,,29/07/2016,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,26/08/2017,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10302484,12/05/2021,F.O TWELVE LTD,10/08/2020,KICKDYNO LIMITED,,,,,,,,,,,,,,,,,20/08/2024,06/08/2023
F.O IP LTD,12472059,,,ANGLIA HOUSE ST. ANDREWS BUSINESS PARK,6 CENTRAL AVENUE,NORWICH,,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,19/02/2020,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,19/03/2021,,2,2,0,0,"77400 - Leasing of intellectual property and similar products, except copyright works",,,,0,0,http://business.data.gov.uk/id/company/12472059,25/01/2022,BBB IP LTD,16/09/2021,F.O BBB IP LTD,12/05/2021,DRD BISHOP LTD,,,,,,,,,,,,,,,20/08/2024,06/08/2023
F.O NINE LTD,12771475,,,ANGLIA HOUSE,6 CENTRAL AVENUE,NORWICH,,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,27/07/2020,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,24/08/2021,,1,1,0,0,93290 - Other amusement and recreation activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12771475,,,,,,,,,,,,,,,,,,,,,18/11/2023,04/11/2022
F.O SEVENTEEN LTD,13128852,,,ANGLIA HOUSE,6 CENTRAL AVENUE,NORWICH,,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,12/01/2021,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,09/02/2022,,0,0,0,0,56102 - Unlicensed restaurants and cafes,93210 - Activities of amusement parks and theme parks,,,0,0,http://business.data.gov.uk/id/company/13128852,,,,,,,,,,,,,,,,,,,,,20/08/2024,06/08/2023
F.O SIX LTD,12287904,,,ANGLIA HOUSE 6 CENTRAL AVENUE,ST. ANDREWS BUSINESS PARK,NORWICH,NORFOLK,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,29/10/2019,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,26/11/2020,,0,0,0,0,93210 - Activities of amusement parks and theme parks,,,,0,0,http://business.data.gov.uk/id/company/12287904,,,,,,,,,,,,,,,,,,,,,15/10/2023,01/10/2022
F.O SIXTEEN LTD,13128691,,,ANGLIA HOUSE,6 CENTRAL AVENUE,NORWICH,,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,12/01/2021,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,09/02/2022,,1,1,0,0,56102 - Unlicensed restaurants and cafes,93210 - Activities of amusement parks and theme parks,,,0,0,http://business.data.gov.uk/id/company/13128691,,,,,,,,,,,,,,,,,,,,,20/08/2024,06/08/2023
F.O TEN LTD,12771458,,,ANGLIA HOUSE,6 CENTRAL AVENUE,NORWICH,,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,27/07/2020,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,24/08/2021,,1,1,0,0,93290 - Other amusement and recreation activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12771458,,,,,,,,,,,,,,,,,,,,,20/04/2024,06/04/2023
F.O THIRTEEN LTD,10195714,,,ANGLIA HOUSE,6 CENTRAL AVENUE,NORWICH,,UNITED KINGDOM,NR7 0HR,Private Limited Company,Active,United Kingdom,,24/05/2016,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,21/06/2017,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10195714,10/08/2020,ARTIMOTTLE LIMITED,,,,,,,,,,,,,,,,,,,21/08/2024,07/08/2023
F.O THIRTY LTD,13903338,,,ANGLIA HOUSE 6 CENTRAL AVENUE,ST. ANDREWS BUSINESS PARK,NORWICH,NORFOLK,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,09/02/2022,31,3,31/12/2024,31/03/2023,DORMANT,09/03/2023,,0,0,0,0,56102 - Unlicensed restaurants and cafes,93290 - Other amusement and recreation activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/13903338,,,,,,,,,,,,,,,,,,,,,22/02/2024,08/02/2023
F.O THREE LTD,12064153,,,ANGLIA HOUSE,6 CENTRAL AVENUE,NORWICH,,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,21/06/2019,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,19/07/2020,,0,0,0,0,56102 - Unlicensed restaurants and cafes,93290 - Other amusement and recreation activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/12064153,,,,,,,,,,,,,,,,,,,,,24/08/2024,10/08/2023
F.O TWENTY EIGHT LTD,13902378,,,ANGLIA HOUSE 6 CENTRAL AVENUE,ST. ANDREWS BUSINESS PARK,NORWICH,NORFOLK,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,08/02/2022,31,3,31/12/2024,31/03/2023,DORMANT,08/03/2023,,0,0,0,0,56102 - Unlicensed restaurants and cafes,93290 - Other amusement and recreation activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/13902378,,,,,,,,,,,,,,,,,,,,,21/02/2024,07/02/2023
F.O TWENTY FIVE LTD,13901517,,,ANGLIA HOUSE 6 CENTRAL AVENUE,ST. ANDREWS BUSINESS PARK,NORWICH,NORFOLK,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,08/02/2022,31,3,31/12/2024,31/03/2023,DORMANT,08/03/2023,,0,0,0,0,56102 - Unlicensed restaurants and cafes,93290 - Other amusement and recreation activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/13901517,,,,,,,,,,,,,,,,,,,,,21/02/2024,07/02/2023
F.O TWENTY FOUR LTD,13901359,,,ANGLIA HOUSE 6 CENTRAL AVENUE,ST. ANDREWS BUSINESS PARK,NORWICH,NORFOLK,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,08/02/2022,31,3,08/11/2023,,NO ACCOUNTS FILED,08/03/2023,,0,0,0,0,56102 - Unlicensed restaurants and cafes,93290 - Other amusement and recreation activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/13901359,,,,,,,,,,,,,,,,,,,,,21/02/2024,07/02/2023
F.O TWENTY LTD,13368547,,,ANGLIA HOUSE,"6 CENTRAL AVENUE, ST. ANDREWS BUSINESS PARK",NORWICH,,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,30/04/2021,31,3,31/12/2023,31/03/2022,DORMANT,28/05/2022,,0,0,0,0,56102 - Unlicensed restaurants and cafes,93210 - Activities of amusement parks and theme parks,,,0,0,http://business.data.gov.uk/id/company/13368547,,,,,,,,,,,,,,,,,,,,,20/08/2024,06/08/2023
F.O TWENTY NINE LTD,13903307,,,ANGLIA HOUSE 6 CENTRAL AVENUE,ST. ANDREWS BUSINESS PARK,NORWICH,NORFOLK,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,09/02/2022,31,3,31/12/2024,31/03/2023,DORMANT,09/03/2023,,0,0,0,0,56102 - Unlicensed restaurants and cafes,93290 - Other amusement and recreation activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/13903307,,,,,,,,,,,,,,,,,,,,,22/02/2024,08/02/2023
F.O TWENTY ONE LTD,13368486,,,ANGLIA HOUSE,"6 CENTRAL AVENUE, ST. ANDREWS BUSINESS PARK",NORWICH,,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,30/04/2021,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,28/05/2022,,0,0,0,0,56102 - Unlicensed restaurants and cafes,93210 - Activities of amusement parks and theme parks,96090 - Other service activities n.e.c.,,0,0,http://business.data.gov.uk/id/company/13368486,,,,,,,,,,,,,,,,,,,,,20/08/2024,06/08/2023
F.O TWENTY SEVEN LTD,13902309,,,ANGLIA HOUSE 6 CENTRAL AVENUE,ST. ANDREWS BUSINESS PARK,NORWICH,NORFOLK,ENGLAND,NR7 0HR,Private Limited Company,Active,United Kingdom,,08/02/2022,31,3,31/12/2024,31/03/2023,DORMANT,08/03/2023,,0,0,0,0,56102 - Unlicensed restaurants and cafes,93290 - Other amusement and recreation activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/13902309,,,,,,,,,,,,,,,,,,,,,21/02/2024,07/02/2023
